transaction_id,date,product_code,customer_code,sold_quantity,revenue,cost,profit
T009590,2021-12-12,P024,C067,20,368455.5,265520,102935.5
T002055,2021-12-12,P045,C072,20,25293.86,20180,5113.86
T003912,2021-12-13,P001,C055,1,5453.22,4272,1181.22
T002801,2021-12-13,P015,C009,25,455706.63,405650,50056.63
T005975,2021-12-13,P022,C003,2,40195.27,33058,7137.27
T007302,2021-12-13,P023,C025,2,129235.08,92486,36749.08
T003614,2021-12-14,P024,C024,3,53776.33,39828,13948.33
T000683,2021-12-14,P019,C047,2,12466.24,9594,2872.24
T008748,2021-12-14,P038,C044,2,5403.45,4444,959.45
T008398,2021-12-14,P040,C071,1,39928.52,32693,7235.52
T002856,2021-12-14,P025,C047,3,238842.92,212322,26520.92
T008947,2021-12-14,P037,C029,1,2662.44,2178,484.44
T009256,2021-12-14,P030,C075,3,13336.64,10812,2524.64
T002860,2021-12-14,P046,C040,2,81650.36,67496,14154.36
T003847,2021-12-14,P020,C060,10,13551.06,10150,3401.06
T007640,2021-12-14,P022,C043,2,45809.41,33058,12751.41
T005458,2021-12-15,P018,C054,5,5735.99,4510,1225.99
T006558,2021-12-15,P013,C056,3,136735.96,108048,28687.96
T001174,2021-12-15,P024,C070,1,16131.43,13276,2855.43
T000413,2021-12-15,P050,C051,15,942521.33,729960,212561.33
T001870,2021-12-15,P043,C013,5,10723.88,8040,2683.88
T003469,2021-12-15,P014,C026,2,121272.44,96966,24306.44
T009173,2021-12-16,P050,C061,2,133822.03,97328,36494.03
T001826,2021-12-16,P027,C022,2,7649.46,5880,1769.46
T001500,2021-12-16,P042,C013,15,45220.38,35070,10150.38
T009481,2021-12-16,P020,C034,5,7032.38,5075,1957.38
T003737,2021-12-16,P032,C023,15,33835.47,26550,7285.47
T009774,2021-12-16,P010,C024,1,2177.67,1767,410.67
T006738,2021-12-16,P037,C002,5,13256.26,10890,2366.26
T004226,2021-12-17,P043,C037,2,3832.19,3216,616.19
T003257,2021-12-17,P025,C020,5,463069.57,353870,109199.57
T006728,2021-12-17,P016,C002,25,139959.0,111075,28884.0
T005285,2021-12-17,P022,C072,2,42362.85,33058,9304.85
T009635,2021-12-17,P012,C022,3,125544.55,101376,24168.55
T001251,2021-12-17,P009,C014,5,5357.61,4430,927.61
T004102,2021-12-17,P021,C057,1,2064.23,1475,589.23
T009703,2021-12-17,P009,C046,10,11430.89,8860,2570.89
T002946,2021-12-18,P037,C064,1,2348.88,2178,170.88
T000562,2021-12-18,P029,C019,15,984109.71,714930,269179.71
T006554,2021-12-18,P010,C039,5,10717.87,8835,1882.87
T008610,2021-12-18,P017,C035,1,946.56,765,181.56
T004571,2021-12-18,P030,C048,2,8879.56,7208,1671.56
T002568,2021-12-18,P001,C003,1,5298.5,4272,1026.5
T003941,2021-12-18,P032,C071,30,70205.02,53100,17105.02
T009285,2021-12-18,P005,C021,1,745.85,585,160.85
T009948,2021-12-18,P042,C070,3,9588.15,7014,2574.15
T001673,2021-12-18,P003,C067,5,241078.72,177475,63603.72
T007700,2021-12-18,P024,C014,1,18011.76,13276,4735.76
T007789,2021-12-19,P018,C027,2,2237.01,1804,433.01
T003746,2021-12-19,P048,C014,2,4905.43,3830,1075.43
T001945,2021-12-19,P042,C024,2,6139.42,4676,1463.42
T004939,2021-12-19,P038,C037,2,6085.13,4444,1641.13
T009453,2021-12-19,P030,C054,2,9284.54,7208,2076.54
T003432,2021-12-19,P016,C071,3,15654.72,13329,2325.72
T007273,2021-12-19,P040,C010,3,127515.47,98079,29436.47
T008673,2021-12-19,P007,C030,2,91653.75,70960,20693.75
T006727,2021-12-19,P043,C024,25,53787.14,40200,13587.14
T005568,2021-12-19,P038,C020,2,5820.31,4444,1376.31
T008922,2021-12-19,P045,C010,3,3984.15,3027,957.15
T003795,2021-12-19,P012,C050,5,232802.47,168960,63842.47
T002486,2021-12-20,P002,C001,5,428306.61,310970,117336.61
T005633,2021-12-20,P029,C038,1,66068.96,47662,18406.96
T000453,2021-12-20,P043,C007,15,32203.0,24120,8083.0
T002598,2021-12-20,P019,C043,2,11782.86,9594,2188.86
T003597,2021-12-20,P018,C025,3,3741.17,2706,1035.17
T004635,2021-12-20,P030,C032,1,4636.3,3604,1032.3
T009089,2021-12-20,P008,C014,5,15132.67,11735,3397.67
T004344,2021-12-20,P048,C010,3,7199.6,5745,1454.6
T000597,2021-12-21,P029,C046,1,57376.9,47662,9714.9
T008519,2021-12-21,P024,C033,15,256037.72,199140,56897.72
T002841,2021-12-21,P016,C016,3,18546.2,13329,5217.2
T005870,2021-12-21,P010,C025,10,22071.22,17670,4401.22
T002916,2021-12-21,P023,C047,15,912345.7,693645,218700.7
T004199,2021-12-21,P046,C039,3,129679.92,101244,28435.92
T004850,2021-12-21,P037,C015,3,7869.29,6534,1335.29
T007611,2021-12-21,P017,C020,10,10338.51,7650,2688.51
T002735,2021-12-21,P021,C026,2,3975.65,2950,1025.65
T008269,2021-12-22,P046,C046,3,135659.64,101244,34415.64
T002110,2021-12-22,P040,C043,15,642957.77,490395,152562.77
T001845,2021-12-22,P041,C041,1,1983.48,1863,120.48
T006782,2021-12-22,P041,C048,2,4600.53,3726,874.53
T004134,2021-12-22,P030,C063,2,9683.17,7208,2475.17
T007413,2021-12-22,P021,C063,5,10165.29,7375,2790.29
T005433,2021-12-23,P049,C013,1,60013.57,47675,12338.57
T009143,2021-12-23,P035,C033,10,6733.11,5060,1673.11
T003545,2021-12-23,P030,C032,5,23244.12,18020,5224.12
T001557,2021-12-23,P028,C003,10,8951.48,6780,2171.48
T004041,2021-12-23,P007,C035,1,47288.3,35480,11808.3
T002736,2021-12-23,P029,C020,2,114661.25,95324,19337.25
T008540,2021-12-23,P011,C055,1,1250.43,946,304.43
T009382,2021-12-24,P049,C039,1,59923.18,47675,12248.18
T005761,2021-12-24,P008,C056,2,6088.83,4694,1394.83
T005535,2021-12-24,P032,C006,10,23667.79,17700,5967.79
T005449,2021-12-24,P033,C035,1,26918.06,21773,5145.06
T002329,2021-12-24,P008,C058,2,5529.46,4694,835.46
T001487,2021-12-24,P026,C012,10,453069.61,326950,126119.61
T006640,2021-12-24,P039,C072,3,13515.67,9687,3828.67
T006630,2021-12-24,P007,C023,1,47921.31,35480,12441.31
T001486,2021-12-24,P007,C056,20,978981.73,709600,269381.73
T000071,2021-12-24,P033,C020,1,26627.67,21773,4854.67
T004359,2021-12-24,P030,C026,5,21631.5,18020,3611.5
T008552,2021-12-25,P042,C008,2,6477.57,4676,1801.57
T001715,2021-12-25,P028,C058,1,850.66,678,172.66
T008313,2021-12-25,P010,C005,2,3972.43,3534,438.43
T000221,2021-12-25,P015,C065,2,41513.72,32452,9061.72
T005590,2021-12-25,P017,C054,5,4747.0,3825,922.0
T009008,2021-12-26,P044,C069,5,5309.34,4135,1174.34
T008822,2021-12-26,P042,C030,15,44993.32,35070,9923.32
T003536,2021-12-26,P011,C062,2,2319.45,1892,427.45
T001068,2021-12-26,P023,C030,1,64193.39,46243,17950.39
T003830,2021-12-26,P034,C029,30,331694.31,255060,76634.31
T008418,2021-12-26,P023,C052,2,119879.05,92486,27393.05
T009223,2021-12-26,P046,C055,5,209201.42,168740,40461.42
T001007,2021-12-27,P029,C005,15,956493.0,714930,241563.0
T009639,2021-12-27,P019,C066,5,32872.31,23985,8887.31
T005561,2021-12-27,P036,C006,2,176476.61,133046,43430.61
T007800,2021-12-27,P004,C055,2,2536.77,1938,598.77
T000382,2021-12-27,P049,C047,15,894863.69,715125,179738.69
T001937,2021-12-28,P028,C036,20,18802.66,13560,5242.66
T004518,2021-12-28,P029,C007,10,651226.98,476620,174606.98
T002271,2021-12-28,P049,C001,15,983840.51,715125,268715.51
T007375,2021-12-28,P006,C047,2,79738.49,57878,21860.49
T009507,2021-12-28,P041,C006,1,2296.45,1863,433.45
T008850,2021-12-28,P004,C014,3,3496.46,2907,589.46
T005804,2021-12-28,P043,C004,2,4380.84,3216,1164.84
T007438,2021-12-28,P008,C006,3,9294.24,7041,2253.24
T005825,2021-12-29,P048,C044,20,43046.2,38300,4746.2
T006393,2021-12-29,P044,C026,20,22577.09,16540,6037.09
T007241,2021-12-29,P017,C020,2,1915.5,1530,385.5
T005003,2021-12-29,P029,C065,1,58476.53,47662,10814.53
T002716,2021-12-29,P046,C028,5,227326.41,168740,58586.41
T007190,2021-12-29,P031,C068,2,802.25,596,206.25
T008339,2021-12-29,P022,C037,10,202973.07,165290,37683.07
T001618,2021-12-29,P032,C012,2,4652.16,3540,1112.16
T001238,2021-12-29,P002,C066,3,259646.74,186582,73064.74
T001536,2021-12-30,P022,C047,2,38963.74,33058,5905.74
T004340,2021-12-30,P005,C013,1,807.33,585,222.33
T003607,2021-12-30,P045,C023,1,1257.58,1009,248.58
T009391,2021-12-30,P044,C064,1,1147.65,827,320.65
T004273,2021-12-31,P007,C006,10,461608.37,354800,106808.37
T006567,2021-12-31,P042,C015,2,6318.03,4676,1642.03
T009017,2021-12-31,P050,C021,3,203411.1,145992,57419.1
T006826,2021-12-31,P050,C025,10,591118.72,486640,104478.72
T009942,2021-12-31,P011,C021,2,2424.31,1892,532.31
T008558,2021-12-31,P045,C012,3,3740.42,3027,713.42
T003467,2021-12-31,P017,C020,25,23389.43,19125,4264.43
T005499,2021-12-31,P047,C019,10,319534.13,256630,62904.13
T003025,2022-01-01,P013,C024,3,149953.25,108048,41905.25
T004661,2022-01-01,P014,C001,5,322215.12,242415,79800.12
T005024,2022-01-01,P036,C033,5,402617.61,332615,70002.61
T006411,2022-01-01,P018,C041,20,22760.53,18040,4720.53
T004969,2022-01-01,P018,C007,1,1254.21,902,352.21
T002082,2022-01-01,P012,C049,1,46517.9,33792,12725.9
T009544,2022-01-02,P014,C030,10,561735.26,484830,76905.26
T002562,2022-01-02,P008,C033,20,63289.58,46940,16349.58
T004848,2022-01-02,P007,C060,1,47144.93,35480,11664.93
T003475,2022-01-02,P025,C021,3,266943.99,212322,54621.99
T009125,2022-01-03,P036,C039,2,176538.54,133046,43492.54
T004606,2022-01-03,P002,C017,2,136112.51,124388,11724.51
T007766,2022-01-03,P006,C045,15,588385.41,434085,154300.41
T005110,2022-01-03,P005,C033,2,1461.52,1170,291.52
T001443,2022-01-03,P030,C003,20,93938.23,72080,21858.23
T004305,2022-01-04,P025,C025,25,2129833.28,1769350,360483.28
T004101,2022-01-04,P002,C038,3,234202.36,186582,47620.36
T001627,2022-01-04,P009,C053,3,3541.27,2658,883.27
T006160,2022-01-04,P035,C041,2,1249.31,1012,237.31
T001258,2022-01-04,P025,C052,10,854781.9,707740,147041.9
T009037,2022-01-05,P045,C003,2,2805.17,2018,787.17
T002378,2022-01-05,P006,C065,5,175152.15,144695,30457.15
T008857,2022-01-05,P031,C025,25,8827.84,7450,1377.84
T005096,2022-01-05,P001,C003,5,29256.43,21360,7896.43
T006877,2022-01-06,P016,C036,20,111068.8,88860,22208.8
T005509,2022-01-06,P029,C066,3,185683.27,142986,42697.27
T008253,2022-01-07,P039,C003,2,8524.96,6458,2066.96
T001188,2022-01-07,P010,C074,1,2310.13,1767,543.13
T005798,2022-01-07,P012,C059,2,82548.1,67584,14964.1
T003505,2022-01-07,P048,C029,5,13146.84,9575,3571.84
T000168,2022-01-07,P029,C004,2,122994.4,95324,27670.4
T007492,2022-01-07,P029,C021,2,133394.37,95324,38070.37
T008955,2022-01-07,P025,C036,50,4905823.24,3538700,1367123.24
T008447,2022-01-07,P049,C043,15,970960.71,715125,255835.71
T004565,2022-01-07,P030,C031,2,8955.41,7208,1747.41
T001125,2022-01-07,P044,C055,10,10952.68,8270,2682.68
T008470,2022-01-08,P008,C038,1,3091.65,2347,744.65
T000061,2022-01-08,P015,C064,2,37988.45,32452,5536.45
T000634,2022-01-08,P011,C009,2,2446.61,1892,554.61
T001743,2022-01-08,P021,C006,2,3548.38,2950,598.38
T001071,2022-01-08,P002,C021,2,172981.82,124388,48593.82
T006148,2022-01-08,P007,C012,1,47029.08,35480,11549.08
T008921,2022-01-08,P040,C068,5,207441.34,163465,43976.34
T004923,2022-01-08,P049,C050,1,54976.28,47675,7301.28
T006184,2022-01-09,P050,C024,3,203015.11,145992,57023.11
T009523,2022-01-09,P016,C068,1,6162.14,4443,1719.14
T002484,2022-01-09,P025,C042,30,2627290.55,2123220,504070.55
T005875,2022-01-09,P040,C036,1,37711.89,32693,5018.89
T006587,2022-01-09,P003,C010,1,42950.06,35495,7455.06
T001689,2022-01-09,P050,C013,3,190908.67,145992,44916.67
T002477,2022-01-10,P050,C063,5,304157.93,243320,60837.93
T001419,2022-01-10,P022,C062,15,320881.63,247935,72946.63
T002181,2022-01-10,P013,C044,2,100229.89,72032,28197.89
T003514,2022-01-10,P019,C032,15,95091.72,71955,23136.72
T006948,2022-01-10,P027,C047,10,37317.99,29400,7917.99
T004702,2022-01-10,P011,C063,2,2576.35,1892,684.35
T003098,2022-01-10,P012,C009,5,216494.54,168960,47534.54
T006823,2022-01-11,P012,C025,2,86956.7,67584,19372.7
T004738,2022-01-11,P011,C005,1,1245.4,946,299.4
T009468,2022-01-11,P006,C038,3,118260.38,86817,31443.38
T001302,2022-01-12,P024,C023,2,30723.45,26552,4171.45
T007973,2022-01-12,P012,C035,3,138075.85,101376,36699.85
T003428,2022-01-12,P043,C046,1,2162.73,1608,554.73
T009066,2022-01-12,P018,C016,5,6101.34,4510,1591.34
T009538,2022-01-12,P008,C065,10,29463.17,23470,5993.17
T008380,2022-01-12,P034,C075,2,21924.63,17004,4920.63
T006312,2022-01-12,P034,C041,5,53128.89,42510,10618.89
T009649,2022-01-12,P014,C048,10,591642.77,484830,106812.77
T003928,2022-01-12,P034,C039,10,109902.96,85020,24882.96
T001983,2022-01-13,P005,C064,2,1428.49,1170,258.49
T009466,2022-01-13,P041,C050,25,64196.99,46575,17621.99
T001909,2022-01-13,P033,C071,1,28026.39,21773,6253.39
T009844,2022-01-13,P017,C069,1,979.95,765,214.95
T006641,2022-01-13,P043,C073,15,29087.1,24120,4967.1
T002684,2022-01-13,P042,C075,5,15659.47,11690,3969.47
T007165,2022-01-13,P038,C032,2,4705.17,4444,261.17
T001607,2022-01-14,P030,C071,1,4927.08,3604,1323.08
T009332,2022-01-14,P033,C019,1,29514.76,21773,7741.76
T000944,2022-01-14,P040,C067,10,391832.6,326930,64902.6
T004108,2022-01-14,P024,C016,20,322092.04,265520,56572.04
T002890,2022-01-14,P021,C059,5,8957.43,7375,1582.43
T006598,2022-01-14,P005,C044,1,742.01,585,157.01
T004441,2022-01-15,P031,C059,2,758.75,596,162.75
T001112,2022-01-15,P035,C042,2,1282.65,1012,270.65
T008024,2022-01-15,P003,C056,2,97634.98,70990,26644.98
T001758,2022-01-15,P039,C067,10,42366.04,32290,10076.04
T000924,2022-01-15,P001,C039,5,26137.11,21360,4777.11
T001318,2022-01-15,P003,C049,5,225359.62,177475,47884.62
T007359,2022-01-15,P020,C075,2,2488.26,2030,458.26
T001467,2022-01-16,P004,C028,5,6006.39,4845,1161.39
T004929,2022-01-16,P009,C011,2,2278.99,1772,506.99
T009744,2022-01-16,P001,C039,1,5780.49,4272,1508.49
T002420,2022-01-16,P011,C073,2,2420.6,1892,528.6
T008377,2022-01-16,P039,C015,5,20702.06,16145,4557.06
T009586,2022-01-16,P049,C060,1,58628.96,47675,10953.96
T000740,2022-01-16,P047,C057,2,62228.02,51326,10902.02
T003890,2022-01-17,P038,C042,1,3047.78,2222,825.78
T006840,2022-01-17,P008,C025,3,8106.98,7041,1065.98
T004137,2022-01-17,P017,C024,15,14635.1,11475,3160.1
T002734,2022-01-17,P016,C049,2,10883.74,8886,1997.74
T001772,2022-01-17,P037,C006,2,5860.2,4356,1504.2
T009062,2022-01-17,P041,C067,2,4785.31,3726,1059.31
T000140,2022-01-17,P016,C056,2,10420.0,8886,1534.0
T007860,2022-01-18,P030,C043,5,23650.59,18020,5630.59
T003295,2022-01-18,P012,C019,1,41102.1,33792,7310.1
T000254,2022-01-18,P002,C002,20,1630428.71,1243880,386548.71
T005190,2022-01-18,P008,C004,1,3020.32,2347,673.32
T003755,2022-01-19,P049,C037,2,131327.71,95350,35977.71
T003490,2022-01-19,P038,C037,3,7934.35,6666,1268.35
T000776,2022-01-19,P014,C045,1,62051.77,48483,13568.77
T009642,2022-01-19,P017,C002,3,3053.22,2295,758.22
T000190,2022-01-19,P036,C045,1,90334.22,66523,23811.22
T003491,2022-01-19,P023,C009,1,57808.39,46243,11565.39
T000022,2022-01-20,P012,C009,10,421159.39,337920,83239.39
T009178,2022-01-20,P014,C044,2,114910.68,96966,17944.68
T002977,2022-01-20,P023,C058,1,57164.69,46243,10921.69
T002057,2022-01-20,P037,C011,3,7844.09,6534,1310.09
T009149,2022-01-21,P016,C073,10,56631.97,44430,12201.97
T008342,2022-01-21,P017,C014,5,4657.49,3825,832.49
T008363,2022-01-22,P003,C008,5,219546.67,177475,42071.67
T004726,2022-01-22,P001,C063,10,52528.46,42720,9808.46
T004595,2022-01-22,P023,C064,2,115572.25,92486,23086.25
T004653,2022-01-22,P050,C008,2,136040.28,97328,38712.28
T007770,2022-01-22,P042,C045,1,2860.61,2338,522.61
T001483,2022-01-22,P016,C072,5,27944.62,22215,5729.62
T009455,2022-01-23,P007,C040,10,434054.82,354800,79254.82
T006056,2022-01-23,P020,C017,1,1279.97,1015,264.97
T003131,2022-01-23,P015,C055,3,64167.57,48678,15489.57
T007915,2022-01-23,P035,C032,1,670.22,506,164.22
T002214,2022-01-23,P040,C073,5,197216.45,163465,33751.45
T004008,2022-01-23,P033,C049,20,581480.88,435460,146020.88
T001116,2022-01-23,P038,C004,1,2824.13,2222,602.13
T001026,2022-01-24,P041,C016,2,4835.78,3726,1109.78
T009414,2022-01-24,P026,C075,5,217461.58,163475,53986.58
T005079,2022-01-24,P021,C045,5,9730.76,7375,2355.76
T006379,2022-01-24,P031,C013,1,365.95,298,67.95
T002851,2022-01-24,P003,C073,5,225665.75,177475,48190.75
T004877,2022-01-24,P034,C029,1,11820.3,8502,3318.3
T000796,2022-01-25,P018,C060,1,1147.41,902,245.41
T005139,2022-01-25,P031,C020,3,1114.79,894,220.79
T004733,2022-01-25,P020,C005,2,2588.9,2030,558.9
T009914,2022-01-25,P002,C043,2,154804.5,124388,30416.5
T004277,2022-01-25,P036,C004,1,86937.31,66523,20414.31
T003258,2022-01-26,P001,C052,3,16836.02,12816,4020.02
T002154,2022-01-26,P001,C071,20,117354.3,85440,31914.3
T001952,2022-01-26,P012,C055,10,430558.11,337920,92638.11
T004150,2022-01-26,P020,C052,25,30523.53,25375,5148.53
T001219,2022-01-26,P015,C008,2,39674.78,32452,7222.78
T000530,2022-01-26,P023,C052,1,57788.73,46243,11545.73
T002238,2022-01-26,P040,C009,3,124596.17,98079,26517.17
T004819,2022-01-26,P026,C007,10,436174.36,326950,109224.36
T009905,2022-01-26,P035,C022,2,1140.52,1012,128.52
T008439,2022-01-27,P033,C023,1,27075.72,21773,5302.72
T009558,2022-01-27,P042,C074,1,2995.4,2338,657.4
T003969,2022-01-27,P049,C015,5,254930.47,238375,16555.47
T004699,2022-01-28,P021,C056,5,8419.39,7375,1044.39
T005470,2022-01-28,P011,C062,2,2391.57,1892,499.57
T004632,2022-01-28,P046,C022,2,92491.48,67496,24995.48
T009731,2022-01-28,P013,C057,3,121892.83,108048,13844.83
T008142,2022-01-28,P038,C011,1,2831.0,2222,609.0
T007828,2022-01-28,P001,C027,1,5179.61,4272,907.61
T003406,2022-01-28,P040,C070,1,45444.91,32693,12751.91
T001429,2022-01-28,P035,C045,3,2079.29,1518,561.29
T007972,2022-01-28,P042,C044,25,79546.77,58450,21096.77
T002325,2022-01-29,P046,C072,10,421568.35,337480,84088.35
T004501,2022-01-29,P029,C030,1,56008.42,47662,8346.42
T007705,2022-01-29,P016,C075,25,150021.41,111075,38946.41
T008309,2022-01-29,P025,C052,20,1911701.31,1415480,496221.31
T008525,2022-01-29,P040,C061,1,45552.15,32693,12859.15
T003349,2022-01-29,P038,C031,20,46779.81,44440,2339.81
T005856,2022-01-29,P005,C044,10,7616.01,5850,1766.01
T003468,2022-01-30,P018,C018,1,1128.45,902,226.45
T003630,2022-01-30,P006,C008,1,34927.45,28939,5988.45
T004055,2022-01-30,P016,C027,3,18474.79,13329,5145.79
T005354,2022-01-30,P049,C047,15,946135.52,715125,231010.52
T002870,2022-01-30,P047,C041,1,27953.19,25663,2290.19
T002060,2022-01-30,P008,C069,1,3201.81,2347,854.81
T002120,2022-01-31,P029,C050,3,180321.45,142986,37335.45
T007827,2022-01-31,P022,C013,10,198408.97,165290,33118.97
T006288,2022-01-31,P050,C048,2,123920.97,97328,26592.97
T001407,2022-01-31,P035,C074,2,1376.99,1012,364.99
T002227,2022-01-31,P049,C072,1,59609.62,47675,11934.62
T009213,2022-01-31,P045,C047,2,2498.22,2018,480.22
T006561,2022-01-31,P017,C019,25,24298.14,19125,5173.14
T003069,2022-01-31,P018,C051,5,5618.94,4510,1108.94
T007688,2022-02-01,P032,C043,10,23212.38,17700,5512.38
T000949,2022-02-01,P007,C039,2,87552.75,70960,16592.75
T000166,2022-02-01,P035,C052,10,5594.74,5060,534.74
T009557,2022-02-01,P029,C071,1,63419.34,47662,15757.34
T009660,2022-02-01,P022,C060,5,100695.01,82645,18050.01
T009392,2022-02-01,P013,C055,1,46169.06,36016,10153.06
T000606,2022-02-01,P020,C050,2,2477.0,2030,447.0
T009241,2022-02-01,P050,C011,1,52371.31,48664,3707.31
T001124,2022-02-01,P040,C002,20,793214.05,653860,139354.05
T005010,2022-02-02,P018,C021,5,6282.25,4510,1772.25
T006531,2022-02-02,P033,C029,5,140224.3,108865,31359.3
T004030,2022-02-02,P033,C006,3,85286.93,65319,19967.93
T000268,2022-02-02,P033,C004,5,135621.72,108865,26756.72
T005378,2022-02-02,P039,C053,10,44353.05,32290,12063.05
T003932,2022-02-02,P046,C011,20,928322.85,674960,253362.85
T007631,2022-02-03,P046,C036,1,47160.78,33748,13412.78
T003988,2022-02-03,P027,C042,1,3536.32,2940,596.32
T004194,2022-02-03,P049,C067,3,156005.92,143025,12980.92
T007103,2022-02-03,P002,C038,20,1555366.46,1243880,311486.46
T009431,2022-02-03,P025,C069,2,185829.32,141548,44281.32
T004268,2022-02-03,P005,C051,15,11267.79,8775,2492.79
T001490,2022-02-03,P029,C032,2,124489.52,95324,29165.52
T005565,2022-02-03,P041,C056,10,22733.98,18630,4103.98
T008314,2022-02-04,P018,C049,1,1092.59,902,190.59
T007038,2022-02-04,P025,C017,2,181893.41,141548,40345.41
T005082,2022-02-04,P044,C016,10,10480.18,8270,2210.18
T003860,2022-02-04,P001,C058,25,128476.81,106800,21676.81
T005442,2022-02-05,P015,C008,2,37969.99,32452,5517.99
T003851,2022-02-05,P030,C021,10,40922.08,36040,4882.08
T002775,2022-02-05,P025,C008,2,173230.89,141548,31682.89
T008085,2022-02-05,P023,C040,15,931731.78,693645,238086.78
T009622,2022-02-05,P042,C061,5,15694.76,11690,4004.76
T005249,2022-02-05,P029,C001,1,57743.62,47662,10081.62
T006726,2022-02-05,P026,C051,2,70996.77,65390,5606.77
T003127,2022-02-05,P014,C051,2,133064.64,96966,36098.64
T006743,2022-02-06,P001,C006,1,5666.28,4272,1394.28
T000270,2022-02-06,P035,C007,3,1967.82,1518,449.82
T003174,2022-02-06,P013,C017,10,487712.3,360160,127552.3
T004686,2022-02-06,P046,C044,3,132176.32,101244,30932.32
T006720,2022-02-06,P018,C031,3,3705.18,2706,999.18
T006410,2022-02-06,P035,C049,2,1279.71,1012,267.71
T009114,2022-02-06,P027,C055,2,7932.22,5880,2052.22
T001670,2022-02-07,P025,C047,3,278337.02,212322,66015.02
T002771,2022-02-07,P001,C007,1,4695.8,4272,423.8
T006884,2022-02-07,P026,C046,15,661230.96,490425,170805.96
T008475,2022-02-07,P047,C052,3,96185.09,76989,19196.09
T002513,2022-02-07,P028,C062,50,44552.83,33900,10652.83
T003619,2022-02-07,P013,C011,2,96370.34,72032,24338.34
T007139,2022-02-07,P024,C062,50,905541.59,663800,241741.59
T001389,2022-02-07,P023,C003,1,60852.39,46243,14609.39
T000007,2022-02-07,P005,C004,5,4062.18,2925,1137.18
T004591,2022-02-08,P030,C037,2,8990.24,7208,1782.24
T009681,2022-02-08,P050,C017,1,62535.66,48664,13871.66
T002786,2022-02-08,P034,C061,30,342367.7,255060,87307.7
T000537,2022-02-08,P043,C060,15,31353.26,24120,7233.26
T003934,2022-02-08,P008,C022,1,2690.42,2347,343.42
T003291,2022-02-08,P003,C056,2,91882.87,70990,20892.87
T007594,2022-02-08,P003,C074,3,145393.28,106485,38908.28
T003165,2022-02-08,P026,C070,3,123690.37,98085,25605.37
T009072,2022-02-08,P006,C040,1,39812.34,28939,10873.34
T008759,2022-02-09,P003,C026,2,89301.31,70990,18311.31
T002208,2022-02-09,P010,C063,2,4473.91,3534,939.91
T006088,2022-02-09,P029,C073,5,309697.61,238310,71387.61
T001710,2022-02-09,P028,C063,2,1672.53,1356,316.53
T000045,2022-02-09,P050,C012,10,590570.58,486640,103930.58
T007496,2022-02-09,P039,C004,5,18741.96,16145,2596.96
T006772,2022-02-09,P036,C035,1,90779.38,66523,24256.38
T000386,2022-02-09,P020,C070,1,1256.32,1015,241.32
T004971,2022-02-09,P021,C059,2,3789.54,2950,839.54
T003711,2022-02-10,P020,C006,1,1154.36,1015,139.36
T006791,2022-02-10,P020,C035,15,18913.15,15225,3688.15
T003823,2022-02-10,P036,C072,10,896514.82,665230,231284.82
T002865,2022-02-10,P003,C025,25,1195856.47,887375,308481.47
T000414,2022-02-10,P007,C035,1,43351.34,35480,7871.34
T008419,2022-02-11,P040,C045,1,44933.57,32693,12240.57
T007959,2022-02-11,P002,C015,2,152683.62,124388,28295.62
T002705,2022-02-11,P029,C048,2,121483.2,95324,26159.2
T009189,2022-02-11,P028,C044,3,2709.71,2034,675.71
T008835,2022-02-11,P025,C018,25,2344241.86,1769350,574891.86
T004714,2022-02-12,P022,C028,2,41122.06,33058,8064.06
T000890,2022-02-12,P008,C051,3,8484.07,7041,1443.07
T008548,2022-02-12,P038,C058,2,5820.68,4444,1376.68
T004457,2022-02-12,P009,C026,2,2252.74,1772,480.74
T003017,2022-02-12,P033,C029,2,56457.18,43546,12911.18
T000664,2022-02-12,P035,C014,2,1378.02,1012,366.02
T008874,2022-02-12,P042,C011,1,3064.93,2338,726.93
T003809,2022-02-12,P018,C051,5,5313.05,4510,803.05
T007090,2022-02-12,P002,C074,1,84592.02,62194,22398.02
T005883,2022-02-13,P027,C062,1,3046.73,2940,106.73
T005290,2022-02-13,P024,C061,5,88337.06,66380,21957.06
T006013,2022-02-13,P018,C021,2,2168.5,1804,364.5
T009420,2022-02-13,P049,C031,5,317982.9,238375,79607.9
T006839,2022-02-13,P004,C062,15,17632.71,14535,3097.71
T006465,2022-02-13,P039,C009,15,53191.16,48435,4756.16
T004627,2022-02-13,P032,C011,1,2459.67,1770,689.67
T003204,2022-02-13,P032,C049,1,2390.78,1770,620.78
T002541,2022-02-13,P019,C071,1,6427.01,4797,1630.01
T003183,2022-02-13,P045,C057,1,1287.41,1009,278.41
T000454,2022-02-14,P033,C072,1,26790.93,21773,5017.93
T009931,2022-02-14,P005,C045,2,1508.8,1170,338.8
T004447,2022-02-14,P046,C046,1,38635.27,33748,4887.27
T009889,2022-02-14,P009,C013,1,1175.8,886,289.8
T001863,2022-02-14,P022,C029,3,66170.03,49587,16583.03
T002259,2022-02-14,P031,C021,1,392.61,298,94.61
T006496,2022-02-15,P045,C029,3,4203.83,3027,1176.83
T003805,2022-02-15,P007,C071,15,690851.67,532200,158651.67
T004112,2022-02-15,P019,C028,2,12621.94,9594,3027.94
T009408,2022-02-15,P007,C018,10,471519.39,354800,116719.39
